entrez	degree	betweenness
25925	8	0.00018068716151769135
11143	13	1.7737200154653532e-05
9767	11	1.9596649541133515e-07
7862	18	9.76634899809047e-05
23338	11	1.9596649541133515e-07
23522	10	0.0
3980	2	0.0
10038	3	1.2923501195656483e-08
5423	1	0.0
27343	3	0.00022747629694601376
11284	3	0.0
7727	29	9.033797572579446e-05
7745	40	0.0007320323698742959
54925	31	0.0003001249762029345
7593	13	0.0005198122842050582
84307	36	0.0020889225714511585
252884	18	1.6953520476927198e-05
284312	20	0.0013190404835916171
55311	16	2.812919368598629e-05
7579	31	0.0018116677336935008
84547	24	0.00027340942270033454
387032	30	8.815624198325756e-05
158399	19	3.822004308916168e-05
7566	5	0.0
65982	15	0.0010492855861087556
51282	35	0.000379108762918209
342945	23	0.00016816252917776998
84838	15	7.278757693128217e-05
55663	31	0.0002885706651317013
7760	15	9.283135514912699e-06
80317	15	7.357471692042062e-06
26048	3	0.0
7589	27	0.00012195322485596453
222696	20	8.095483437015454e-05
7586	19	5.9953833388079385e-05
7568	2	1.258809283610469e-06
7675	15	3.8816286099494846e-05
7718	10	1.8593727677509374e-05
9753	12	9.792284090508627e-06
80345	5	0.0
7762	8	2.2170717248469434e-06
57336	3	2.3376061088730549e-07
6018	6	0.0002127209788825905
22893	4	1.256297413211659e-06
84108	24	0.0003183381649730698
55072	14	9.551209359909519e-05
51127	14	0.00010065140297191137
124540	22	3.877022677724429e-05
56254	9	9.32044128934161e-06
27336	24	0.00020371143440186854
117854	5	8.209581020777203e-06
10206	4	7.442061386949647e-07
81603	22	9.168800912898214e-05
4591	33	0.0014756524300008752
4210	5	5.4403331164967055e-08
29108	17	0.0007554285471957707
114548	10	9.039366024678568e-05
55655	7	0.00023401931805779535
7507	4	1.9044866660927993e-06
2068	5	0.00017068975978896044
2071	12	0.0011431453988862649
7508	4	0.0
220213	3	0.0
7337	21	2.6459052582075492e-05
51377	10	6.1053981384676594e-06
8078	16	0.00029510498215857406
9097	24	0.0007941049809738361
29761	8	1.0469544327039295e-06
11047	14	1.3593963608004098e-05
140545	4	4.224287257445332e-08
153769	5	1.5582047761201086e-06
54469	3	0.0
135892	15	4.529565069843964e-06
54926	20	0.00010142173645067341
11328	2	8.054432733913004e-07
9039	9	4.290790035194829e-06
26091	10	1.141390415301253e-05
997	49	0.0009733048943975617
55236	14	6.180136609344852e-06
89797	4	3.7212896984308285e-08
89795	4	4.706088664273733e-06
146540	12	0.0013898255143697277
63976	16	0.0006276393488162907
79782	10	4.994858214930821e-05
55885	28	0.0032209127733330983
846	5	3.568191815633289e-05
2911	5	2.1179419023521388e-05
2550	6	0.0004684158350532005
9568	2	0.0
2551	10	2.1124322531763287e-05
1998	7	0.000380155859105515
2000	5	4.658542457826118e-06
2004	5	1.166421663088856e-05
2117	3	7.077501398725047e-06
54738	5	1.518272977533323e-05
8237	22	0.00013644621044227892
9391	29	0.0012772700256233076
7375	15	1.656606048040086e-05
55626	28	0.00034009570005496956
56970	7	3.588612520987962e-05
84916	17	0.0001480415960632955
10048	11	0.0002038029715461469
54994	7	4.5756510258072517e-05
57610	9	0.0001951280039145754
64777	11	0.00012382610286696874
79018	2	0.0
54514	4	6.468202522227462e-06
9401	56	0.0022879027510397747
10891	14	2.1587521339176543e-05
85451	28	0.0003189545417899486
11083	14	0.0002064849994006785
5514	19	3.896149448694614e-05
23283	7	1.9385010562740446e-05
11213	13	2.293608711660903e-05
2735	20	0.00038948156908242594
80331	26	0.0003359454260094075
54472	14	0.00021461431905480088
51655	3	0.0002284721410081753
200014	1	0.0
56270	5	5.373128051209318e-06
10716	11	0.0002873581627408834
3198	15	0.0007678185266234595
5307	9	0.00021892646323788903
644524	5	1.7642813600666925e-05
10769	12	4.370832580856486e-05
6645	16	0.00020389932260465315
90141	5	1.9674607875498156e-05
25861	4	1.4587702244586276e-05
9672	7	3.0951311790526546e-08
84623	3	1.1510165564603302e-06
57524	6	6.555231641583703e-06
4043	8	1.7757940805069618e-05
350	9	1.865330431342195e-05
4018	6	9.769067989823934e-06
50964	5	1.3068405995274545e-05
25975	4	3.991428664929311e-06
80310	6	1.660920026036899e-05
65989	7	0.00036155788792053395
7130	4	3.0205224588246688e-05
126147	6	1.2589752982737139e-05
5054	12	3.8549366152155064e-05
8029	6	0.00022963496100328334
23762	1	0.0
11141	2	2.619906287486378e-06
27178	6	5.451226316285687e-05
23413	6	0.00015811704990375728
3751	15	0.0002940955077801897
27180	11	3.440330989308396e-05
92105	5	2.408247016863207e-05
10672	33	0.0007523340650186284
2768	23	0.0001660224147793764
55701	5	1.2395728098763488e-05
64218	9	2.42127260632282e-05
9037	1	0.0
90249	4	1.2152367749802817e-05
9423	8	0.0001565376096770934
59277	14	0.0001177398697637652
26147	7	5.3107035936153835e-06
80176	8	8.349436849636931e-05
22823	14	0.0003087180597800802
23001	22	0.0005384625966760044
164781	5	1.1701696470731592e-05
55008	6	1.8205193262484136e-06
29924	11	0.0009961364992493648
85363	20	0.00011370826749541578
29028	2	1.0343965564164418e-05
7284	22	0.0024446513254470894
92609	5	0.0005947245767031888
10939	4	6.545865734324322e-05
4666	5	0.0006232659466469695
6650	4	1.8483462370532847e-07
22954	25	0.00011547615387692748
8996	7	5.6236317857700144e-05
26043	12	4.759432264037907e-05
23399	1	0.0
402682	1	0.0
83590	9	3.441978002736182e-05
79004	2	0.0
79089	9	3.771747202156384e-05
9530	6	3.1830028267956625e-05
1540	37	0.0008251884277354565
55666	7	1.4834135416215201e-06
55432	4	0.0
55968	11	0.00016974823803048167
9867	12	5.287738395838132e-06
257397	8	5.041936481552386e-07
56904	9	7.374222090512567e-06
7726	11	0.00011387799289239994
5189	3	5.852500360295237e-06
146691	2	0.0
26278	5	7.026602013985893e-05
9690	8	1.381883627121946e-07
22836	15	0.00038837186893089033
11260	6	3.461751705395028e-05
389072	3	9.172707104426466e-07
22902	5	7.201973524050858e-07
10616	39	0.00032976208054047944
9905	6	7.190813894128097e-06
79443	4	0.0
23207	1	0.0
9711	1	0.0
23232	2	0.0
23061	3	4.7021970904577704e-07
10260	5	1.2768739543873064e-05
9910	10	0.00034686311930881206
7541	12	6.269661533392544e-05
7764	5	0.0002749857018478679
7799	9	0.0002775530309953848
6239	6	8.093180390596318e-05
7707	9	1.1269326070179827e-05
4150	8	0.0010511463206920716
51333	7	5.938357354526641e-06
81856	1	0.0
220992	4	8.984516378680308e-06
170960	2	1.6296541971592143e-06
23119	12	0.0005467372421623989
79724	14	0.000791803575216507
54902	1	0.0
54587	4	0.00023199236144891183
56000	3	1.2923501195656483e-08
29107	3	9.86269163785585e-06
55916	2	0.0
8498	2	0.0
5902	2	0.0
80336	7	4.213813065220528e-05
23039	3	2.2265603333408667e-07
28227	5	4.692187068899732e-06
63036	2	8.050760178473841e-05
1837	4	7.606353616190569e-07
1838	5	0.0
8727	1	0.0
1495	16	0.0002930864577243332
93664	5	2.513549115333643e-05
1821	3	9.087716377645912e-08
7408	16	8.261041906591604e-05
147179	6	6.3895705232185785e-09
55740	9	1.2922601986645244e-05
51466	9	1.4621487185602839e-05
644150	6	6.3895705232185785e-09
10243	3	0.0
2743	10	0.0010558557737312961
24148	15	0.0006323519893178876
10421	3	0.0
2626	3	7.845828150636394e-06
9112	42	0.0026568439113175994
140628	2	3.6924289130447093e-09
2627	3	7.845828150636394e-06
2332	13	8.317246089732036e-05
8087	8	2.3171654340200407e-05
9513	10	4.1016970391955486e-05
92312	7	6.039912051863337e-05
84206	13	0.0003019552818857425
3190	12	0.0002702756374004113
3069	3	4.778541589846113e-08
10657	8	1.3837526877795348e-06
26747	1	0.0
7016	5	1.9110162369325205e-07
147746	11	1.8588482211908166e-05
27148	17	0.00020492528134001368
1965	21	0.0020437284154254426
89891	8	0.000237775030627536
221091	8	0.00012775669014882378
84231	22	0.00023428369399857243
64446	13	5.782808469493826e-05
55644	8	9.663225722635283e-05
79726	13	0.00048508375701710187
8533	10	5.823185283341462e-07
10987	25	0.000888375903094388
2873	13	9.316990548703217e-05
51138	11	1.486360018796114e-06
80315	31	7.362593965056859e-05
54502	47	0.00016648152164273666
9931	36	0.001498801999735996
113251	18	1.0479889184572125e-06
23185	28	8.407500309917233e-06
29066	28	0.00034695789507107884
7538	21	0.00027007415549613336
4440	19	3.0858912559026495e-05
64761	8	3.7025206664918914e-05
23649	7	4.8818201009900015e-05
5427	3	0.0
8777	10	1.6332786100576342e-05
78999	20	0.0005550037787878244
9248	18	8.704753634883092e-05
3357	15	2.4066922067079533e-05
1906	81	7.52496968826722e-05
1908	80	0.0002673251602743159
6846	93	0.00019782853265987909
6375	98	0.0009704881941871317
1907	79	7.52496968826722e-05
1174	10	6.028704364030108e-07
8905	8	6.028704364030108e-07
25977	4	4.0192994615736137e-07
55707	6	3.6722634843808817e-07
1173	16	0.00045025770398021513
1175	7	7.609888961034988e-05
130340	7	6.028704364030108e-07
54457	1	0.0
6879	1	0.0
9519	7	0.0004916533671789003
23133	12	0.00012790630532541846
6882	6	2.6348740285434874e-05
83860	10	0.00019691858077431834
23214	1	0.0
9972	1	0.0
1104	7	9.626439324982859e-06
57510	6	2.4791350369559205e-05
51194	5	6.408030557975748e-06
64328	3	0.0
285190	1	0.0
400966	5	0.0002845747293965955
3841	7	6.41145992393135e-07
93436	7	5.3386002420917755e-05
6097	4	4.523666849683098e-06
7328	46	0.0005641660100533084
10293	11	1.3117784671507878e-06
284996	5	2.861569372834647e-05
92181	6	9.98737511058354e-06
7148	4	9.534202585768812e-07
201255	1	0.0
25898	9	1.3942694604932363e-06
10138	7	2.31271094914427e-05
6135	27	0.000608865767250406
23132	1	0.0
23466	9	2.239814315177819e-05
11176	13	0.0004248772647655564
9044	5	7.739125303677277e-05
1105	8	2.2872356517598904e-05
57634	13	0.0002458330001945842
3070	12	2.436945076458332e-05
64324	11	7.293911377154483e-05
57680	11	0.00020658044705323202
64837	7	4.876586153289367e-06
89953	4	2.422818724658239e-05
54221	5	2.8587208459681684e-06
54212	3	6.830322779107051e-07
4842	13	0.0028504704029087614
6640	8	0.00011498664525073609
842	24	0.00027175933741442344
834	21	0.0006353912181804349
666	2	1.5920737115951203e-07
8797	20	0.0010475578331047876
55367	7	6.587782141674143e-06
9191	8	7.913232305748665e-06
10913	4	0.0002273502330339888
58484	13	3.125880944451929e-05
25989	6	4.382833751162302e-05
64135	17	0.0005932102780209366
55805	2	7.425829150102284e-07
6884	3	0.00015065404769961223
2959	10	0.0004644614208400584
2957	6	3.4575602730024516e-07
2958	8	2.0597771341533458e-05
2972	5	1.3923850765065302e-05
11036	2	0.0
138474	2	0.0
6881	10	0.0007119775019696713
22853	10	3.934669642306111e-06
9625	10	1.222780716661442e-05
283373	9	2.8083229637548576e-05
55742	9	2.2256389354397154e-05
24144	8	5.3396947471307664e-05
1665	26	0.0004804984018346649
29118	4	6.8355541235508805e-06
1659	47	0.003138800442369696
8449	8	3.668567205168535e-05
7975	8	5.892100801723437e-06
9603	11	2.1908799399737325e-05
4778	12	2.3643658773224126e-05
58487	10	1.9827797224047166e-05
84181	6	2.087920917436537e-05
8906	7	4.0931480398345074e-07
85439	11	0.001621269610734993
54904	10	7.462225860478974e-05
3112	11	0.00013463526598950492
8555	13	2.443106561231016e-05
1515	10	0.0015401243989305508
6424	2	2.154570880945916e-06
23253	6	8.916915329222757e-06
83605	3	0.0
5050	5	1.3810733082513335e-06
6303	4	4.71743311151223e-06
55502	3	2.546780900485797e-07
3170	4	0.00022735023303398886
3344	3	0.0
3169	4	0.0004546487720631951
3570	6	9.247672394918442e-06
5008	3	1.8388845565402293e-07
202333	9	0.00015522998603593725
133396	4	6.73945474865183e-06
3569	6	1.6327397096019584e-05
3976	2	0.0
3590	3	0.0
51168	2	8.224041775429166e-07
1855	15	0.00016202777880711163
54806	12	0.0007122450452614105
2194	8	0.0009125278443618775
145482	1	0.0
3295	5	0.0006562249343842987
2180	1	0.0
11001	1	0.0
60496	1	0.0
9874	12	0.00012366790711746122
4343	4	0.0003366891143803748
1763	2	0.0
252983	2	4.30731610162102e-08
91833	10	1.4312872494149724e-05
8666	22	6.588797614130986e-05
54663	9	6.025032073096613e-05
1068	10	0.0003747722496994784
54849	12	0.00013934180351135383
7554	2	0.00022735023303398886
57621	39	0.004174905167301466
338339	17	0.0004218934317389875
26253	15	0.0002323915223423444
5317	7	2.3571777317510033e-05
1828	8	3.388141714283824e-05
5824	3	0.0
5195	4	0.00022735023303398886
9326	1	0.0
8607	29	0.001116817681827903
2617	6	0.0015907537621733564
57505	2	0.000454648772063195
2058	5	0.000454648772063195
16	1	0.0
10645	22	7.518870984597911e-05
7701	2	0.0002280606799897969
91807	5	3.031148488078461e-06
221937	13	0.0020895182681933454
22974	13	3.169910029106785e-05
80895	4	1.929560291103516e-06
22955	11	1.2498186200648885e-05
1911	14	0.00011217347752380794
80012	10	3.7402155953504583e-06
27429	3	0.0
6653	36	0.0023170798987471024
585	2	0.0
123016	6	0.0008082516458236425
92482	2	0.0
4867	19	0.0002504279084592433
6585	5	1.2492467013326836e-05
54776	11	1.6292082060489117e-05
59286	11	0.0005440050630405966
341277	1	0.0
376132	3	4.428908423136147e-05
11078	23	0.00010538762844904202
1397	5	0.0004529736744086762
23224	8	8.013096007491386e-05
357	1	0.0
1466	2	5.834769561766332e-07
6278	9	0.00018822083633097527
6279	7	6.328986123018383e-05
7111	7	2.4780063254764274e-06
29766	9	4.2771319538410125e-06
29765	1	0.0
65264	24	0.0001579323719320395
1479	3	7.626054764460689e-07
64852	6	7.905337525330945e-05
10190	11	0.00011090394424876675
1477	13	6.821542343301427e-05
167826	1	0.0
220202	1	0.0
5830	6	0.001143687066236224
6342	5	0.000594069080014835
84263	1	0.0
8546	6	0.0001242867083093788
26269	3	3.57523694721713e-05
11033	7	7.281454862015332e-05
60682	3	4.309497607060127e-05
200894	4	2.9068911253064577e-05
1315	10	0.00016633083017104295
9922	4	0.00022800429977075766
23362	2	5.546194785750504e-07
6102	2	0.0
8943	7	0.00019923973907102276
23082	6	4.8779337065154335e-06
10605	14	0.0002759086398682503
8672	3	0.0
1982	8	7.921163806552777e-05
9785	17	0.00016230107366421086
55596	12	5.239113487500393e-06
23013	8	2.469089468306963e-05
84524	13	1.8467145463764723e-05
8669	13	1.2018490301418664e-05
162494	1	0.0
51283	10	3.832331156291259e-05
79679	4	0.00019898711882707787
373863	3	6.253272952964389e-06
3761	6	1.0552014870717021e-07
3759	11	0.0003092064801028725
50944	15	5.356588745909572e-05
160622	1	0.0
346689	16	0.00143186081194834
1942	9	8.799431177051559e-06
57699	3	1.5563350576742791e-06
23149	4	1.5134125784591574e-06
81543	6	0.0003756464124049662
7177	4	0.0
64499	4	0.0
23328	10	2.2536700143991e-05
29888	22	0.00013694887487665597
29966	20	0.00010183630703331263
6801	18	0.00033808430121025514
5359	1	0.0
11059	18	0.00027121899394635994
25937	1	0.0
6286	15	7.540054908864565e-05
6271	19	0.00045897147223492393
170591	5	1.1236824203693829e-05
113026	3	1.0223423145100222e-06
6273	10	7.132901989981696e-05
6275	18	0.0004464461943116273
10910	17	0.00020253035864733145
27101	15	0.0007753291670608782
829	12	6.573781664671103e-05
3772	8	1.70587130962456e-07
3767	5	1.3755688173318553e-06
3764	4	0.0
3773	8	1.3022774696230656e-07
3766	10	0.0001576634800372227
4063	5	3.6654098114142446e-06
2990	8	2.9228025961289032e-05
3134	34	0.0012917944990694281
10749	20	0.000184000257583253
81892	23	0.0004869442829105733
30818	7	0.00022478084935502503
54737	14	0.0003718020282288003
7270	1	0.0
23567	18	0.0009906760509552268
392255	3	0.0
652	17	0.0003758702506359228
2661	6	3.649984815086075e-05
27302	6	0.00011294051066081858
26960	9	8.001194897172857e-05
93973	13	6.132161946473393e-05
26999	7	1.3028059138372276e-05
10810	4	1.4475640592634105e-05
10787	4	4.307833731885494e-09
8936	5	1.8173989827544477e-05
10163	9	3.07431611597823e-05
23034	2	0.0
55095	9	5.654952424609996e-05
23254	2	1.5005014753105242e-06
9759	8	4.7244638019354726e-07
51564	9	9.140675745962126e-07
83933	7	2.5857316104623116e-07
10014	9	3.132755408714477e-05
9734	8	9.707048192618359e-05
871	2	6.429700067982384e-07
11202	5	2.7343498338007354e-05
8883	5	8.448176335964043e-07
1760	9	0.0005053713577419682
28951	11	8.040424847005644e-05
1639	10	0.00015868270371003084
10982	14	0.00014400193272278005
6249	9	9.562743461841825e-05
57606	3	4.452499959390834e-06
9857	4	2.0628032735840308e-07
122060	2	0.0
22820	9	0.00010325839354108849
26958	10	0.00012142169319493951
22818	6	0.0
51226	6	0.0
4646	12	7.282684264283344e-06
55930	20	0.00015602692515939308
653269	17	0.00025749615417366127
5252	15	0.00018832473273297615
8467	27	0.0008169553178639469
28999	17	0.0009339136001429041
688	7	4.111164756220354e-05
627	9	0.0001302681255921373
83639	10	0.0009303561299710179
147409	2	7.16381133570208e-07
131578	11	0.0002597478529885154
2151	20	0.00022647826219775503
27134	3	8.676944022268137e-07
79917	3	4.913801510161301e-07
7078	9	1.2425752038400541e-05
10577	1	0.0
8153	7	3.2554697145495216e-06
390	10	4.650812914468837e-05
10509	5	0.00024373133363814916
55692	7	0.00017381387485213123
51631	5	5.414251243660569e-05
3958	11	0.0002777318598950099
56253	4	2.5263449339166417e-07
1464	8	0.00019066661744724606
30010	2	6.426674196997676e-07
2215	7	0.00021108002256289875
11248	6	1.1066788432000514e-05
11169	13	0.000966946689575277
253260	3	0.0
10681	19	0.00019841924875029488
26100	12	3.22289579857375e-05
255488	25	9.694187744129067e-05
6154	27	0.0030211258268082364
7347	7	1.34036350036814e-07
23087	24	6.697403606292009e-05
8723	6	9.507611709224247e-05
58533	11	0.0006310548455377092
6643	12	0.0005844321221185129
51375	2	0.0
401548	4	8.615667463770989e-09
58517	36	0.0005060163345452117
5133	26	0.0015513853230802817
55735	10	8.510063276032319e-05
1493	37	0.004518753408813547
10518	7	0.00017228119530242643
57722	13	0.00027436769895087984
653	3	3.497138824251385e-05
10284	13	1.3771367167399897e-07
10465	12	0.00023238977565712886
23072	9	3.8145264722536546e-06
57520	9	9.019899696809534e-05
118424	19	6.718730970455431e-05
51513	2	0.00023650939748601191
90441	3	0.0
8932	6	4.4834853973661164e-08
53615	6	4.4834853973661164e-08
6477	4	0.0
6277	10	0.00029920010858128145
6283	4	1.3225670573681658e-07
6478	4	0.0
6276	5	1.7381518401329017e-06
6500	73	0.002991982835497212
26272	6	5.286831659560238e-07
26235	2	0.0
26234	5	4.9307784281033266e-06
26190	13	5.2996028182462256e-05
26224	2	0.0
26271	8	3.1070069862426406e-07
93611	5	6.865284165010352e-07
84893	3	0.0
80204	5	0.0
84678	11	0.0002514859955509905
79791	2	0.0
54455	3	0.0
23194	3	0.0
25827	6	2.525245691565353e-05
54620	5	5.6389303188360206e-05
23403	3	0.0
26232	6	3.307622054819693e-07
55336	2	0.0
79176	5	4.9984337244345994e-08
26233	2	0.0
84261	2	0.0
26270	8	1.0537601877462882e-06
6468	9	6.90623815549245e-05
200933	5	0.00023000528177035627
115290	5	0.00022752952967146996
126433	2	0.0
54850	4	0.0
26273	8	8.204630114824799e-06
283807	2	0.0
22992	3	8.115756027687417e-06
64839	28	0.0002606194371806724
23219	4	0.0
26268	2	0.0
26263	4	5.286831659560238e-07
84085	3	0.0
285231	1	0.0
26261	2	0.0
130888	1	0.0
23014	3	0.0
144699	5	2.01065987658572e-05
26267	2	0.0
254170	2	0.0
80028	7	1.7282399797252844e-05
84961	3	7.904914699657379e-07
201456	1	0.0
157574	2	0.0
554251	1	0.0
345930	3	7.654988380821525e-06
8379	3	0.0
57539	5	2.920299998319049e-05
8816	11	0.0002988832416393482
348995	26	0.00010971949548154698
25992	3	7.834315918296462e-06
7399	2	1.7688521312281678e-06
3308	30	0.00046625078873870583
54870	5	5.305793339498037e-06
474382	2	3.928047762168367e-07
7188	10	4.179671197101043e-06
10869	7	7.061131479493982e-05
57563	5	0.0003517102410801114
57646	14	4.6696323149019785e-05
10013	21	0.0006798100064485314
29068	7	2.7934371005275577e-05
55892	2	6.233772186730341e-07
55135	13	0.00015630899458258935
253461	7	0.000332937139171706
23358	3	2.28572987148248e-06
8239	17	0.00020112400288369546
254065	11	0.0003073876575061504
84101	6	1.4370040544176723e-05
10010	8	7.90031491512811e-07
202559	7	4.370941793114537e-05
5093	15	0.000633870735438326
7536	9	0.00036712551983432553
5913	6	0.00012601128185532102
23140	2	2.0166360322486624e-07
51666	12	6.123541229377488e-05
57695	12	2.7703077922168306e-05
286827	5	1.1281741028904795e-06
6596	17	5.8360589282911086e-05
166378	5	0.00022735023303398886
340359	2	3.6151697195137427e-07
22890	16	0.0016877235982209414
6604	4	0.0
54165	14	2.958607631244504e-06
51529	19	2.3287796466090105e-05
51665	10	0.00018510067312585928
140459	9	3.205267638488911e-05
142689	5	1.3673845492888575e-05
10966	10	6.181039650121373e-05
79754	7	2.8721494204427898e-05
53339	6	1.1290507469623432e-05
57542	3	0.0002273502330339888
80311	6	7.86141688344971e-06
23276	2	0.0
3959	11	4.7931470270762225e-05
57799	7	3.5776349471996542e-06
55213	5	2.6435008478789957e-06
140739	10	5.361131760855058e-05
55208	9	6.779342173583013e-07
123879	6	3.1550061492192087e-07
23142	6	3.1550061492192087e-07
84259	6	3.1550061492192087e-07
140458	8	3.1784595976949214e-05
140461	5	2.3227028607974737e-05
136371	6	2.834926897200906e-05
142686	9	0.00035462058261035963
142685	5	5.607249863251629e-05
401036	4	1.3024049033701047e-05
142684	5	1.2834179737770121e-05
282808	7	3.950677715458504e-05
140456	2	0.0
127247	2	0.0
55585	8	2.1126910906242044e-05
27338	26	0.00019278916180664465
11065	26	0.00013600263027332125
81570	15	0.0006629226085517945
153579	28	0.001368594704394478
5134	1	0.0
5191	4	1.583427312589775e-05
79031	20	0.0004555862591467511
5082	15	0.00030604468106993276
440533	14	0.00037470538898812814
9781	11	2.6337032121047123e-05
51043	11	0.00026340108131134115
51341	14	0.00033990165006862717
23099	8	0.00011441852883840833
7336	24	5.0433943270942546e-05
63893	24	0.0004950223212177186
81847	8	1.5569712327459325e-06
84333	12	3.069117315167881e-06
166793	6	0.0003435254870741544
54739	1	0.0
29994	3	1.517360490307527e-05
80854	8	2.5054471884596473e-05
830	17	0.0003975466113550363
287015	16	0.0003801792012680583
84456	13	0.0004676824212212055
84733	5	0.0
6015	20	3.0338755914583356e-05
84759	14	2.0019382032244038e-05
10336	13	1.3083036551613963e-05
752	4	3.5802217022309416e-06
57531	12	0.0003285155014640789
10083	8	0.00028697576221947446
10526	4	6.697587094697491e-07
55558	12	0.0001864766529746521
23066	2	0.00010389852519611561
140685	3	5.3527812004975965e-06
59349	12	3.0655403361691e-05
9817	15	6.183022646010885e-05
143425	3	0.0
3835	3	0.0
1406	6	0.00028812370641544534
84528	10	0.0003402822024550581
6911	5	1.4414369421219871e-05
79190	3	3.6421123621336216e-06
84839	1	0.0
2257	4	3.123787006422284e-06
26291	1	0.0
6725	8	0.0002520401608029548
57402	8	0.0005575611414552435
64219	10	2.1221544924786133e-06
23024	5	0.0
4850	18	0.00010208521162248998
1840	18	2.4102879687104296e-05
9354	4	1.831592947806417e-08
7844	12	0.00022862706866690316
51255	14	5.762238389933793e-06
55159	17	0.0003750329677582408
11342	10	1.512935271190675e-07
55819	9	5.138639159767349e-07
57484	11	1.7307207604061978e-06
494470	9	6.201801658818128e-07
26001	21	0.0001868955449554174
79102	13	3.4957350895667086e-06
54894	10	1.512935271190675e-07
26046	5	7.0753979605166e-08
84937	16	2.2973922728038124e-06
223082	13	2.658443187431349e-06
148066	12	2.2748754997928613e-05
54941	16	4.761291105091204e-06
22888	13	1.0160063042113558e-06
196403	20	0.00023184996402029928
9604	13	2.3990394495141012e-06
55905	18	8.801819156410034e-06
115992	22	2.8882382018263308e-05
112401	13	6.527059311487035e-05
51444	10	3.779406905489486e-05
89970	3	5.142772383380272e-06
152006	11	3.2233739429876273e-06
23321	13	1.5958426358788261e-06
11074	12	6.628610482603879e-06
10277	6	4.4445681590452134e-05
10107	9	1.3219104030880969e-05
81786	6	2.694427184286165e-08
5896	9	0.00022888736944739042
29116	9	2.2011038946837813e-05
79845	8	1.3442002647942072e-07
117584	11	5.789934889159201e-06
84282	12	0.0002651773972532129
80196	6	4.339675641688886e-06
9870	7	1.381883627121946e-07
55223	8	1.4510794082339946e-07
81790	5	2.4299449899174836e-07
142678	10	8.704518996838536e-05
643596	1	0.0
201292	10	3.279183310480164e-05
57661	4	7.420533137984612e-05
8315	9	1.9868883540851775e-06
283450	2	3.693483286730863e-08
165918	20	0.00011851784347653224
57674	12	4.647650476431529e-05
55182	7	4.3878319750621703e-07
9320	7	1.1720695018528527e-06
51320	12	0.0003210649398961798
8925	20	0.00044025304704601654
23077	4	1.0436921597433718e-07
91107	5	1.7873902547977845e-05
113878	8	8.642649929907449e-07
51136	6	2.5189427533471715e-07
8458	1	0.0
29780	4	8.418687200026011e-07
55679	2	2.651874514323834e-05
11344	9	4.538159855741207e-05
64098	2	3.879429781385772e-06
10908	5	0.0004211077491328826
137970	3	1.272414577940638e-05
6608	1	0.0
79861	4	3.5950515671211578e-06
5496	7	5.763826896509236e-06
11252	17	1.5257202132491797e-05
29763	22	4.100166335593124e-05
89848	8	6.079630117095862e-07
1780	21	0.0006086264619899939
54874	3	3.4506318241626587e-07
257364	12	3.075273102483399e-06
4643	23	0.00024626471722637394
8407	11	0.0003310051785981282
5525	7	8.000262644930204e-09
1080	10	0.002537185954280182
10257	1	0.0
22	5	0.0004277642536118432
85320	2	0.00022735023303398886
23456	4	0.00027018420730741725
6891	4	0.00022735023303398886
55750	7	0.0011362428407895816
11194	6	0.0004901396591343624
27131	6	8.14641893368008e-06
3267	7	1.0846813318716455e-05
3268	3	1.125701852473926e-05
55614	5	0.00010642510558271354
115548	7	5.949077389626525e-06
64744	6	0.0006909143496290921
27128	4	5.657351884663243e-06
349136	3	2.341912745423349e-06
10124	2	1.0963259871610476e-05
55738	5	3.15396196133525e-05
2104	7	5.997218851212773e-07
6095	5	5.629794899808527e-07
5031	25	0.0005021249410938142
79088	6	7.16500560439306e-05
116143	9	2.3848105341310147e-05
6814	4	0.0
415117	8	1.3246957496677014e-06
7405	5	0.00027857906378424074
56938	4	5.760845088403068e-07
8864	8	0.0002695952021886229
8863	5	0.00018576354066252547
55110	10	2.587217741513843e-05
677	2	4.5143264701806006e-08
114034	25	6.969773177263384e-05
7737	5	3.673962827194519e-05
84305	4	1.6751957589280814e-07
8809	4	6.354014028994458e-05
8808	3	4.3493817684939606e-05
3553	6	0.00010176996738921967
5511	7	1.0198614737659068e-05
9833	25	0.0003194410892451647
127294	2	2.0478340093837831e-07
3516	13	0.0006366322938251368
6183	12	0.001389943985615771
6096	3	2.5364114539045186e-05
3174	2	1.6922203341034105e-08
2649	3	0.0
22883	9	0.0005326321558627593
56144	11	0.00043377006703237335
64084	1	0.0
222256	1	0.0
84433	11	0.00011574969979317171
5564	15	0.00027951094758491024
51422	5	1.522390247653168e-08
53632	3	4.135090732855118e-07
9706	20	0.00029448963732225605
55437	13	2.9544195965629758e-05
92335	8	3.5015552693178914e-06
5565	16	0.0001888270109339932
875	4	9.933761351611101e-07
389840	5	4.38971968441396e-06
8175	3	4.157670323300544e-05
10286	4	0.0
6621	2	2.1420451153550434e-06
414301	10	0.00023774280572216625
23186	9	3.548421270593611e-06
55758	5	1.1970049517489887e-06
4204	5	5.815073762134086e-06
8493	2	1.150876982632529e-07
22937	17	0.0013049187857814655
136	5	2.1400131545542615e-05
84940	9	4.4069800385351415e-05
9454	7	0.0006454086068821357
5458	3	0.0003638941178052633
23269	15	0.0007260977300357625
63035	6	6.885164886245412e-05
57594	5	6.262570482048637e-06
23429	3	4.9984337244345994e-08
3276	3	0.0
